date,location,species,batch_id,dph,stand_dph,speed,time_sec,dist_cm,TL,SL,BD,PA
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,nd,nd,nd,9.69,8.47,1.45,8.56
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,nd,nd,nd,10.28,9.02,1.54,9.36
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,2,1089,2178,9.04,7.99,1.34,6.5
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,2,429,858,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,2,3307,6614,9.63,8.49,1.45,7.8
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,4,1960,7840,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,4,1286,5144,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,4,1785,7140,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,6,777,4662,9.63,8.49,1.45,7.8
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,6,306,1836,10.83,9.36,1.55,10.4
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,6,667,4002,10.26,8.93,1.58,10.2
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,8,2519,20152,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,8,275,2200,10.09,8.82,1.52,9.42
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,8,148,1184,8.64,7.57,1.19,6.19
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,10,178,1780,10.86,9.38,1.5,9.14
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,10,212,2120,10.78,9.4,1.61,9.88
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,10,162,1620,10.2,8.86,1.44,9.39
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,2,1451,2902,5.97,5.41,0.84,2.97
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,2,308,616,5.42,4.93,0.72,2.45
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,4,109,436,nd,nd,nd,nd
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,4,242,968,nd,nd,nd,nd
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,6,227,1362,6.8,6.03,0.93,3.79
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,6,59,354,5.82,5.18,0.78,2.95
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,8,76,608,nd,nd,nd,nd
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,8,43,344,5.85,5.27,0.76,2.75
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,10,18,180,5.7,5.11,0.75,2.74
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,10,13,130,nd,nd,nd,nd
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,2,666,1332,8.01,7,1.1,5.39
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,2,402,804,6.05,5.4,0.78,2.72
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,4,268,1072,6.95,6.13,0.98,4.03
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,6,288,1728,7.15,6.3,0.97,3.85
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,8,116,928,nd,nd,nd,nd
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,10,16,160,nd,nd,nd,nd
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,2,2314,4628,7.24,6.33,0.93,3.67
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,4,664,2656,7.36,6.45,0.96,3.96
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,4,173,692,nd,nd,nd,nd
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,6,69,414,nd,nd,nd,nd
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,8,47,376,6.29,5.59,0.95,3.25
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,10,38,380,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,2,2884,5768,6.19,5.88,0.8,2.8
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,2,189,378,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,2,603,1206,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,4,716,2864,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,4,126,504,6.46,5.86,0.83,3.44
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,4,661,2644,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,6,237,1422,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,6,87,522,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,6,78,468,6.33,5.77,0.79,3.3
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,8,25,200,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,8,65,520,6.39,5.78,0.74,2.78
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,8,18,144,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,10,14,140,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,10,21,210,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,10,19,190,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,2,468,936,11.33,9.6,1.77,12.39
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,2,3220,6440,10.72,9.07,1.51,7.73
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,2,2095,4190,11.07,9.92,1.76,11.31
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,2,453,906,11.35,9.61,1.66,10.22
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,2,365,730,11.58,9.86,1.71,11.95
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,2,769,1538,11.03,9.37,1.69,10.89
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,4,2351,9404,9.76,8.54,1.41,7.52
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,4,4278,17112,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,4,4576,18304,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,4,598,2392,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,4,650,2600,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,4,118,472,9.66,8.34,1.39,7.89
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,6,836,5016,8.71,7.47,1.22,5.59
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,6,607,3642,8.91,7.56,1.25,5.71
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,6,165,990,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,6,146,876,8.52,7.41,1.28,1.28
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,6,142,852,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,6,87,522,10.99,9.49,1.76,12.8
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,8,287,2296,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,8,1229,9832,10.23,8.78,1.51,8.85
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,8,109,872,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,8,72,576,9.51,8.21,1.37,6.18
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,8,110,880,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,8,81,648,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,10,418,4180,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,10,249,2490,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,10,927,9270,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,10,38,380,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,10,106,1060,nd,nd,nd,nd
2015/07/12,Field in Belize,Elacatinus lori,10,30,1,10,99,990,9.42,8.11,1.32,7.48
2015/07/13,Field in Belize,Elacatinus lori,14,10,0.33,6,62,372,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,14,10,0.33,8,46,368,5.29,4.89,0.7,1.85
2015/07/13,Field in Belize,Elacatinus lori,14,10,0.33,10,23,230,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,2,16334,32668,10.23,8.74,1.53,9.25
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,2,1009,2018,11.54,9.85,1.82,13.02
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,2,2821,5642,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,4,288,1152,9.89,8.45,1.48,8.39
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,4,786,3144,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,4,185,740,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,6,517,3102,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,6,280,1680,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,6,213,1278,10.97,9.34,1.74,11.74
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,8,108,864,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,8,182,1456,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,8,115,920,11.15,9.53,1.82,11.43
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,10,78,780,11.41,9.83,1.89,11.81
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,10,146,1460,nd,nd,nd,nd
2015/07/13,Field in Belize,Elacatinus lori,10,30,1,10,48,480,9.44,8.22,1.39,8.36
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,2,681,1362,5.66,5.1,0.74,2.56
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,2,1577,3154,5.64,5.16,0.71,2.5
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,2,737,1474,nd,nd,nd,nd
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,4,204,816,5.55,5.04,0.73,2.47
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,4,581,2324,5.64,5.1,0.69,2.54
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,4,276,1104,nd,nd,nd,nd
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,6,142,852,6.2,5.61,0.76,2.92
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,6,178,1068,nd,nd,nd,nd
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,6,51,306,nd,nd,nd,nd
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,8,47,376,nd,nd,nd,nd
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,8,112,896,nd,nd,nd,nd
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,8,29,232,6.3,5.71,0.8,3.16
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,10,28,280,nd,nd,nd,nd
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,10,26,260,nd,nd,nd,nd
2015/07/15,Field in Belize,Elacatinus colini,29,10,0.33,10,16,160,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,2,996,1992,8.99,7.77,1.2,6.55
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,2,636,1272,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,2,971,1942,9.26,8.12,1.24,6.57
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,4,500,2000,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,4,393,1572,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,4,1243,4972,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,6,849,5094,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,6,740,4440,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,6,276,1656,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,8,156,1248,9.71,8.51,1.27,6.43
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,8,104,832,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,8,129,1032,8.78,7.82,1.17,6.48
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,10,221,2210,nd,nd,nd,nd
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,10,325,3250,9.72,8.57,1.32,7.08
2015/07/19,Field in Belize,Elacatinus colini,28,20,0.67,10,49,490,nd,nd,nd,nd
2015/07/21,Field in Belize,Elacatinus lori,15,20,0.67,2,1263,2526,5.83,5.32,0.76,2.47
2015/07/21,Field in Belize,Elacatinus lori,15,20,0.67,2,1472,2944,nd,nd,nd,nd
2015/07/21,Field in Belize,Elacatinus lori,15,20,0.67,6,225,1350,nd,nd,nd,nd
2015/07/21,Field in Belize,Elacatinus lori,15,20,0.67,8,52,416,7.45,6.55,0.99,4.57
2015/07/21,Field in Belize,Elacatinus lori,15,20,0.67,8,76,608,8.67,7.54,1.16,6.09
2015/07/21,Field in Belize,Elacatinus lori,15,20,0.67,10,32,320,nd,nd,nd,nd
2015/07/21,Field in Belize,Elacatinus lori,15,20,0.67,10,38,380,6.38,5.69,0.87,3.06
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,2,606,1212,7.14,6.34,0.9,3.91
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,2,745,1490,7.99,7,1,5.58
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,2,618,1236,7.25,6.33,0.95,4.1
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,2,231,462,7.86,6.98,1.06,5.15
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,2,297,594,7.84,6.81,1.04,4.83
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,2,701,1402,8.71,7.65,1.17,7.04
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,4,215,860,5.8,5.24,0.72,2.67
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,4,517,2068,nd,nd,nd,nd
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,4,667,2668,nd,nd,nd,nd
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,4,477,1908,8.18,7.16,1.08,5.6
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,4,181,724,8.31,7.33,1.06,5.84
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,4,304,1216,8.76,7.65,1.17,6.55
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,6,215,1290,8.23,7.32,1.02,5.8
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,6,316,1896,nd,nd,nd,nd
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,6,687,4122,9.16,7.88,1.26,7.26
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,6,745,4470,7.55,6.64,0.89,4.27
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,6,109,654,8.76,7.99,1.25,6.54
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,6,338,2028,nd,nd,nd,nd
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,8,92,736,nd,nd,nd,nd
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,8,63,504,nd,nd,nd,nd
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,8,116,928,nd,nd,nd,nd
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,8,129,1032,8.12,7.17,1.04,5.09
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,8,138,1104,7.56,6.69,0.91,4.6
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,8,152,1216,7.37,6.55,0.92,4.58
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,10,37,370,8.15,7.14,1.05,5.33
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,10,77,770,nd,nd,nd,nd
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,10,168,1680,7.6,6.76,0.95,4.39
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,10,176,1760,8.09,7.1,1.08,5.51
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,10,13,130,nd,nd,nd,nd
2015/07/25,Field in Belize,Elacatinus colini,29,20,0.67,10,42,420,nd,nd,nd,nd
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,2,337,674,nd,nd,nd,nd
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,2,165,330,nd,nd,nd,nd
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,2,727,1454,10.17,8.82,1.55,8.44
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,4,596,2384,10.86,9.41,1.66,10.13
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,4,668,2672,9.36,8.04,1.34,7.42
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,4,1156,4624,10.1,8.77,1.48,9.71
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,6,140,840,10.5,9.13,1.69,1.69
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,6,320,1920,nd,nd,nd,nd
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,6,204,1224,nd,nd,nd,nd
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,8,162,1296,9,7.79,1.32,6.67
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,8,1015,8120,9.87,8.53,1.46,8.77
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,8,215,1720,10.91,9.35,1.7,11.22
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,10,60,600,nd,nd,nd,nd
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,10,209,2090,7.91,9.05,1.3,7.15
2015/07/27,Field in Belize,Elacatinus colini,27,30,1,10,137,1370,nd,nd,nd,nd
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,2,342,684,11.31,9.85,1.69,11.4
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,2,187,374,11.83,10.34,1.91,12.8
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,2,244,488,11.17,9.56,1.55,9.36
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,4,399,1596,11.08,9.62,1.7,11.63
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,4,269,1076,11.93,10.71,1.68,11.19
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,4,668,2672,11.4,9.8,1.66,11.09
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,6,1070,6420,nd,nd,nd,nd
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,6,388,2328,nd,nd,nd,nd
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,6,602,3612,nd,nd,nd,nd
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,8,549,4392,nd,nd,nd,nd
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,8,688,5504,nd,nd,nd,nd
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,8,792,6336,nd,nd,nd,nd
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,10,256,2560,nd,nd,nd,nd
2015/07/29,Field in Belize,Elacatinus colini,28,30,1,10,287,2870,nd,nd,nd,nd
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,2,322,644,10.52,9.16,1.47,9.96
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,2,538,1076,8.62,7.58,1.1,5.74
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,2,573,1146,11.11,9.69,1.6,10.87
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,4,421,1684,10.48,9.23,1.47,9.51
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,4,840,3360,11.11,9.76,1.61,11.06
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,4,186,744,8.86,7.78,1.15,5.87
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,6,425,2550,10.12,8.67,1.41,8.76
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,6,3306,19836,9.75,8.53,1.35,8.28
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,6,958,5748,8.84,7.73,1.19,6.52
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,8,320,2560,9.92,8.61,1.42,7.72
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,8,192,1536,10.85,9.55,1.65,10.07
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,8,293,2344,8.29,7.39,1.16,5.36
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,10,979,9790,9.9,8.54,1.34,8.87
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,10,187,1870,10.42,8.95,1.5,8.65
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,10,293,2930,9.4,8.04,1.39,7.26
2015/08/04,Field in Belize,Elacatinus colini,29,30,1,10,351,3510,nd,nd,nd,nd
2015/08/07,Field in Belize,Elacatinus lori,400,20,0.67,6,486,2916,nd,nd,nd,nd
2015/08/07,Field in Belize,Elacatinus lori,400,20,0.67,6,370,2220,nd,nd,nd,nd
2015/08/10,Field in Belize,Elacatinus lori,16,20,0.67,2,939,1878,nd,nd,nd,nd
2015/08/10,Field in Belize,Elacatinus lori,16,20,0.67,4,974,3896,5.91,5.26,0.82,2.59
2015/08/10,Field in Belize,Elacatinus lori,16,20,0.67,6,420,2520,6.77,6.02,0.91,3.35
2015/08/10,Field in Belize,Elacatinus lori,16,20,0.67,8,55,440,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,2,802,1604,4.9,4.5,0.65,2.03
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,2,310,620,5.85,5.29,0.79,2.75
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,2,719,1438,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,2,1214,2428,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,4,390,1560,4.96,4.63,0.72,2.13
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,4,625,2500,5.45,5.09,0.77,2.44
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,4,246,984,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,4,297,1188,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,6,40,240,5.67,5.24,0.79,2.75
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,6,94,564,4.86,4.56,0.65,1.94
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,6,37,222,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,8,22,176,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,8,42,336,5.48,5.08,0.8,2.76
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,8,46,368,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,8,13,104,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,10,8,80,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,10,10,100,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,10,12,120,nd,nd,nd,nd
2015/08/16,Field in Belize,Elacatinus lori,17,10,0.33,10,24,240,nd,nd,nd,nd
2015/11/11,Boston University Lab,Amphiprion percula,B 2:2,8,1,6,20640,123840,nd,nd,nd,nd
2015/11/11,Boston University Lab,Amphiprion percula,B 2:2,8,1,6,892620,5355720,nd,nd,nd,nd
2015/11/11,Boston University Lab,Amphiprion percula,B 2:2,8,1,8,7980,63840,nd,nd,nd,nd
2015/11/11,Boston University Lab,Amphiprion percula,B 2:2,8,1,8,34920,279360,nd,nd,nd,nd
2015/11/11,Boston University Lab,Amphiprion percula,B 2:2,8,1,8,696900,5575200,nd,nd,nd,nd
2015/11/11,Boston University Lab,Amphiprion percula,B 2:2,8,1,10,24360,243600,nd,nd,nd,nd
2015/11/11,Boston University Lab,Amphiprion percula,B 2:2,8,1,10,35700,357000,nd,nd,nd,nd
2015/11/11,Boston University Lab,Amphiprion percula,B 2:2,8,1,10,104100,1041000,nd,nd,nd,nd
